id,code,name,district_id:id
neighborhood_Amón_Carmen_San José_SJ,1,Amón,district_Carmen_San_José_SJ
neighborhood_Aranjuez_Carmen_San José_SJ,2,Aranjuez,district_Carmen_San_José_SJ
neighborhood_California (parte)_Carmen_San José_SJ,3,California (parte),district_Carmen_San_José_SJ
neighborhood_Carmen_Carmen_San José_SJ,4,Carmen,district_Carmen_San_José_SJ
neighborhood_Empalme_Carmen_San José_SJ,5,Empalme,district_Carmen_San_José_SJ
neighborhood_Escalante_Carmen_San José_SJ,6,Escalante,district_Carmen_San_José_SJ
neighborhood_Otoya._Carmen_San José_SJ,7,Otoya.,district_Carmen_San_José_SJ
neighborhood_Bajos de la Unión_Merced_San José_SJ,1,Bajos de la Unión,district_Merced_San_José_SJ
neighborhood_Claret_Merced_San José_SJ,2,Claret,district_Merced_San_José_SJ
neighborhood_Cocacola_Merced_San José_SJ,3,Cocacola,district_Merced_San_José_SJ
neighborhood_Iglesias Flores_Merced_San José_SJ,4,Iglesias Flores,district_Merced_San_José_SJ
neighborhood_Mantica_Merced_San José_SJ,5,Mantica,district_Merced_San_José_SJ
neighborhood_México_Merced_San José_SJ,6,México,district_Merced_San_José_SJ
neighborhood_Paso de la Vaca_Merced_San José_SJ,7,Paso de la Vaca,district_Merced_San_José_SJ
neighborhood_Pitahaya._Merced_San José_SJ,8,Pitahaya.,district_Merced_San_José_SJ
neighborhood_Almendares_Hospital_San José_SJ,1,Almendares,district_Hospital_San_José_SJ
neighborhood_Ángeles_Hospital_San José_SJ,2,Ángeles,district_Hospital_San_José_SJ
neighborhood_Bolívar_Hospital_San José_SJ,3,Bolívar,district_Hospital_San_José_SJ
neighborhood_Carit_Hospital_San José_SJ,4,Carit,district_Hospital_San_José_SJ
neighborhood_Colón (parte)_Hospital_San José_SJ,5,Colón (parte),district_Hospital_San_José_SJ
neighborhood_Corazón de Jesús_Hospital_San José_SJ,6,Corazón de Jesús,district_Hospital_San_José_SJ
neighborhood_Cristo Rey_Hospital_San José_SJ,7,Cristo Rey,district_Hospital_San_José_SJ
neighborhood_Cuba_Hospital_San José_SJ,8,Cuba,district_Hospital_San_José_SJ
neighborhood_Dolorosa (parte)_Hospital_San José_SJ,9,Dolorosa (parte),district_Hospital_San_José_SJ
neighborhood_Merced_Hospital_San José_SJ,10,Merced,district_Hospital_San_José_SJ
neighborhood_Pacífico (parte)_Hospital_San José_SJ,11,Pacífico (parte),district_Hospital_San_José_SJ
neighborhood_Pinos_Hospital_San José_SJ,12,Pinos,district_Hospital_San_José_SJ
neighborhood_Salubridad_Hospital_San José_SJ,13,Salubridad,district_Hospital_San_José_SJ
neighborhood_San Bosco_Hospital_San José_SJ,14,San Bosco,district_Hospital_San_José_SJ
neighborhood_San Francisco_Hospital_San José_SJ,15,San Francisco,district_Hospital_San_José_SJ
neighborhood_Santa Lucía_Hospital_San José_SJ,16,Santa Lucía,district_Hospital_San_José_SJ
neighborhood_Silos._Hospital_San José_SJ,17,Silos.,district_Hospital_San_José_SJ
neighborhood_Bellavista_Catedral_San José_SJ,1,Bellavista,district_Catedral_San_José_SJ
neighborhood_California (parte)_Catedral_San José_SJ,2,California (parte),district_Catedral_San_José_SJ
neighborhood_Carlos María Jiménez_Catedral_San José_SJ,3,Carlos María Jiménez,district_Catedral_San_José_SJ
neighborhood_Dolorosa (parte)_Catedral_San José_SJ,4,Dolorosa (parte),district_Catedral_San_José_SJ
neighborhood_Dos Pinos_Catedral_San José_SJ,5,Dos Pinos,district_Catedral_San_José_SJ
neighborhood_González Lahmann_Catedral_San José_SJ,7,González Lahmann,district_Catedral_San_José_SJ
neighborhood_González Víquez_Catedral_San José_SJ,8,González Víquez,district_Catedral_San_José_SJ
neighborhood_Güell_Catedral_San José_SJ,9,Güell,district_Catedral_San_José_SJ
neighborhood_La Cruz_Catedral_San José_SJ,10,La Cruz,district_Catedral_San_José_SJ
neighborhood_Lomas de Ocloro_Catedral_San José_SJ,11,Lomas de Ocloro,district_Catedral_San_José_SJ
neighborhood_Luján_Catedral_San José_SJ,12,Luján,district_Catedral_San_José_SJ
neighborhood_Milflor_Catedral_San José_SJ,13,Milflor,district_Catedral_San_José_SJ
neighborhood_Naciones Unidas_Catedral_San José_SJ,14,Naciones Unidas,district_Catedral_San_José_SJ
neighborhood_Pacífico (parte)_Catedral_San José_SJ,15,Pacífico (parte),district_Catedral_San_José_SJ
neighborhood_San Cayetano (parte)_Catedral_San José_SJ,16,San Cayetano (parte),district_Catedral_San_José_SJ
neighborhood_Soledad_Catedral_San José_SJ,17,Soledad,district_Catedral_San_José_SJ
neighborhood_Tabacalera_Catedral_San José_SJ,18,Tabacalera,district_Catedral_San_José_SJ
neighborhood_Vasconia._Catedral_San José_SJ,19,Vasconia.,district_Catedral_San_José_SJ
neighborhood_Alborada_Zapote_San José_SJ,1,Alborada,district_Zapote_San_José_SJ
neighborhood_Calderón Muñoz_Zapote_San José_SJ,2,Calderón Muñoz,district_Zapote_San_José_SJ
neighborhood_Cerrito_Zapote_San José_SJ,3,Cerrito,district_Zapote_San_José_SJ
neighborhood_Córdoba_Zapote_San José_SJ,4,Córdoba,district_Zapote_San_José_SJ
neighborhood_Gloria_Zapote_San José_SJ,5,Gloria,district_Zapote_San_José_SJ
neighborhood_Jardín_Zapote_San José_SJ,6,Jardín,district_Zapote_San_José_SJ
neighborhood_Luisas_Zapote_San José_SJ,7,Luisas,district_Zapote_San_José_SJ
neighborhood_Mangos_Zapote_San José_SJ,8,Mangos,district_Zapote_San_José_SJ
neighborhood_Montealegre_Zapote_San José_SJ,9,Montealegre,district_Zapote_San_José_SJ
neighborhood_Moreno Cañas_Zapote_San José_SJ,10,Moreno Cañas,district_Zapote_San_José_SJ
neighborhood_Quesada Durán_Zapote_San José_SJ,11,Quesada Durán,district_Zapote_San_José_SJ
neighborhood_San Dimas_Zapote_San José_SJ,12,San Dimas,district_Zapote_San_José_SJ
neighborhood_San Gerardo (parte)_Zapote_San José_SJ,13,San Gerardo (parte),district_Zapote_San_José_SJ
neighborhood_Trébol_Zapote_San José_SJ,14,Trébol,district_Zapote_San_José_SJ
neighborhood_Ujarrás_Zapote_San José_SJ,15,Ujarrás,district_Zapote_San_José_SJ
neighborhood_Vista Hermosa_Zapote_San José_SJ,16,Vista Hermosa,district_Zapote_San_José_SJ
neighborhood_Yoses Sur_Zapote_San José_SJ,17,Yoses Sur,district_Zapote_San_José_SJ
neighborhood_Zapote (centro)._Zapote_San José_SJ,18,Zapote (centro).,district_Zapote_San_José_SJ
neighborhood_Ahogados (parte)_San Francisco De Dos Ríos_San José_SJ,1,Ahogados (parte),district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Bosque_San Francisco De Dos Ríos_San José_SJ,2,Bosque,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Cabañas_San Francisco De Dos Ríos_San José_SJ,3,Cabañas,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Camelias_San Francisco De Dos Ríos_San José_SJ,4,Camelias,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Coopeguaria_San Francisco De Dos Ríos_San José_SJ,5,Coopeguaria,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Faro_San Francisco De Dos Ríos_San José_SJ,6,Faro,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Hispano_San Francisco De Dos Ríos_San José_SJ,8,Hispano,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_I Griega_San Francisco De Dos Ríos_San José_SJ,9,I Griega,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Lincoln_San Francisco De Dos Ríos_San José_SJ,10,Lincoln,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Lomas de San Francisco_San Francisco De Dos Ríos_San José_SJ,11,Lomas de San Francisco,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Maalot_San Francisco De Dos Ríos_San José_SJ,12,Maalot,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Méndez_San Francisco De Dos Ríos_San José_SJ,13,Méndez,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Pacífica_San Francisco De Dos Ríos_San José_SJ,14,Pacífica,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_San Francisco de Dos Ríos (centro)_San Francisco De Dos Ríos_San José_SJ,15,San Francisco de Dos Ríos (centro),district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Sauces_San Francisco De Dos Ríos_San José_SJ,16,Sauces,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Saucitos_San Francisco De Dos Ríos_San José_SJ,17,Saucitos,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Zurquí._San Francisco De Dos Ríos_San José_SJ,18,Zurquí.,district_San_Francisco_De_Dos_Ríos_San_José_SJ
neighborhood_Alborada_Uruca_San José_SJ,1,Alborada,district_Uruca_San_José_SJ
neighborhood_Ánimas_Uruca_San José_SJ,2,Ánimas,district_Uruca_San_José_SJ
neighborhood_Árboles_Uruca_San José_SJ,3,Árboles,district_Uruca_San_José_SJ
neighborhood_Bajos del Torres_Uruca_San José_SJ,4,Bajos del Torres,district_Uruca_San_José_SJ
neighborhood_Carranza_Uruca_San José_SJ,5,Carranza,district_Uruca_San_José_SJ
neighborhood_Corazón de Jesús_Uruca_San José_SJ,6,Corazón de Jesús,district_Uruca_San_José_SJ
neighborhood_Cristal_Uruca_San José_SJ,7,Cristal,district_Uruca_San_José_SJ
neighborhood_Carvajal Castro_Uruca_San José_SJ,8,Carvajal Castro,district_Uruca_San_José_SJ
neighborhood_Jardines de Autopista_Uruca_San José_SJ,9,Jardines de Autopista,district_Uruca_San_José_SJ
neighborhood_La Caja_Uruca_San José_SJ,10,La Caja,district_Uruca_San_José_SJ
neighborhood_La Carpio_Uruca_San José_SJ,11,La Carpio,district_Uruca_San_José_SJ
neighborhood_Magnolia_Uruca_San José_SJ,12,Magnolia,district_Uruca_San_José_SJ
neighborhood_Marimil_Uruca_San José_SJ,13,Marimil,district_Uruca_San_José_SJ
neighborhood_Monserrat_Uruca_San José_SJ,14,Monserrat,district_Uruca_San_José_SJ
neighborhood_Peregrina_Uruca_San José_SJ,15,Peregrina,district_Uruca_San_José_SJ
neighborhood_Robledal_Uruca_San José_SJ,16,Robledal,district_Uruca_San_José_SJ
neighborhood_Rossiter Carballo_Uruca_San José_SJ,17,Rossiter Carballo,district_Uruca_San_José_SJ
neighborhood_Santander_Uruca_San José_SJ,18,Santander,district_Uruca_San_José_SJ
neighborhood_Saturno_Uruca_San José_SJ,19,Saturno,district_Uruca_San_José_SJ
neighborhood_Uruca (centro)_Uruca_San José_SJ,20,Uruca (centro),district_Uruca_San_José_SJ
neighborhood_Vuelta del Virilla._Uruca_San José_SJ,21,Vuelta del Virilla.,district_Uruca_San_José_SJ
neighborhood_Américas_Mata Redonda_San José_SJ,1,Américas,district_Mata_Redonda_San_José_SJ
neighborhood_Bajo Cañada (parte)_Mata Redonda_San José_SJ,2,Bajo Cañada (parte),district_Mata_Redonda_San_José_SJ
neighborhood_Balcón Verde_Mata Redonda_San José_SJ,3,Balcón Verde,district_Mata_Redonda_San_José_SJ
neighborhood_Colón (parte)_Mata Redonda_San José_SJ,4,Colón (parte),district_Mata_Redonda_San_José_SJ
neighborhood_Del Pino_Mata Redonda_San José_SJ,5,Del Pino,district_Mata_Redonda_San_José_SJ
neighborhood_La Luisa_Mata Redonda_San José_SJ,7,La Luisa,district_Mata_Redonda_San_José_SJ
neighborhood_La Salle_Mata Redonda_San José_SJ,8,La Salle,district_Mata_Redonda_San_José_SJ
neighborhood_Lomalinda_Mata Redonda_San José_SJ,9,Lomalinda,district_Mata_Redonda_San_José_SJ
neighborhood_Morenos_Mata Redonda_San José_SJ,10,Morenos,district_Mata_Redonda_San_José_SJ
neighborhood_Niza_Mata Redonda_San José_SJ,11,Niza,district_Mata_Redonda_San_José_SJ
neighborhood_Rancho Luna_Mata Redonda_San José_SJ,12,Rancho Luna,district_Mata_Redonda_San_José_SJ
neighborhood_Rohrmoser (parte)_Mata Redonda_San José_SJ,13,Rohrmoser (parte),district_Mata_Redonda_San_José_SJ
neighborhood_Roma_Mata Redonda_San José_SJ,14,Roma,district_Mata_Redonda_San_José_SJ
neighborhood_Sabana_Mata Redonda_San José_SJ,15,Sabana,district_Mata_Redonda_San_José_SJ
neighborhood_Tovar._Mata Redonda_San José_SJ,16,Tovar.,district_Mata_Redonda_San_José_SJ
neighborhood_Alfa_Pavas_San José_SJ,1,Alfa,district_Pavas_San_José_SJ
neighborhood_Asturias_Pavas_San José_SJ,2,Asturias,district_Pavas_San_José_SJ
neighborhood_Asunción_Pavas_San José_SJ,3,Asunción,district_Pavas_San_José_SJ
neighborhood_Bribrí_Pavas_San José_SJ,4,Bribrí,district_Pavas_San_José_SJ
neighborhood_Favorita Norte_Pavas_San José_SJ,5,Favorita Norte,district_Pavas_San_José_SJ
neighborhood_Favorita Sur_Pavas_San José_SJ,6,Favorita Sur,district_Pavas_San_José_SJ
neighborhood_Galicia_Pavas_San José_SJ,7,Galicia,district_Pavas_San_José_SJ
neighborhood_Geroma_Pavas_San José_SJ,8,Geroma,district_Pavas_San_José_SJ
neighborhood_Hispania_Pavas_San José_SJ,9,Hispania,district_Pavas_San_José_SJ
neighborhood_Libertad_Pavas_San José_SJ,10,Libertad,district_Pavas_San_José_SJ
neighborhood_Lomas del Río_Pavas_San José_SJ,11,Lomas del Río,district_Pavas_San_José_SJ
neighborhood_Llanos del Sol_Pavas_San José_SJ,12,Llanos del Sol,district_Pavas_San_José_SJ
neighborhood_María Reina_Pavas_San José_SJ,13,María Reina,district_Pavas_San_José_SJ
neighborhood_Metrópolis_Pavas_San José_SJ,14,Metrópolis,district_Pavas_San_José_SJ
neighborhood_Navarra_Pavas_San José_SJ,15,Navarra,district_Pavas_San_José_SJ
neighborhood_Pavas (centro)_Pavas_San José_SJ,16,Pavas (centro),district_Pavas_San_José_SJ
neighborhood_Pueblo Nuevo_Pavas_San José_SJ,17,Pueblo Nuevo,district_Pavas_San_José_SJ
neighborhood_Residencial del Oeste_Pavas_San José_SJ,18,Residencial del Oeste,district_Pavas_San_José_SJ
neighborhood_Rincón Grande_Pavas_San José_SJ,19,Rincón Grande,district_Pavas_San_José_SJ
neighborhood_Rohrmoser (parte)_Pavas_San José_SJ,20,Rohrmoser (parte),district_Pavas_San_José_SJ
neighborhood_Rotonda_Pavas_San José_SJ,21,Rotonda,district_Pavas_San_José_SJ
neighborhood_San Pedro_Pavas_San José_SJ,22,San Pedro,district_Pavas_San_José_SJ
neighborhood_Santa Bárbara_Pavas_San José_SJ,23,Santa Bárbara,district_Pavas_San_José_SJ
neighborhood_Santa Catalina_Pavas_San José_SJ,24,Santa Catalina,district_Pavas_San_José_SJ
neighborhood_Santa Fé_Pavas_San José_SJ,25,Santa Fé,district_Pavas_San_José_SJ
neighborhood_Triángulo_Pavas_San José_SJ,26,Triángulo,district_Pavas_San_José_SJ
neighborhood_Villa Esperanza._Pavas_San José_SJ,27,Villa Esperanza.,district_Pavas_San_José_SJ
neighborhood_Belgrano_Hatillo_San José_SJ,2,Belgrano,district_Hatillo_San_José_SJ
neighborhood_Hatillo Centro_Hatillo_San José_SJ,3,Hatillo Centro,district_Hatillo_San_José_SJ
neighborhood_Hatillo 1_Hatillo_San José_SJ,4,Hatillo 1,district_Hatillo_San_José_SJ
neighborhood_Hatillo 2_Hatillo_San José_SJ,5,Hatillo 2,district_Hatillo_San_José_SJ
neighborhood_Hatillo 3_Hatillo_San José_SJ,6,Hatillo 3,district_Hatillo_San_José_SJ
neighborhood_Hatillo 4_Hatillo_San José_SJ,7,Hatillo 4,district_Hatillo_San_José_SJ
neighborhood_Hatillo 5_Hatillo_San José_SJ,8,Hatillo 5,district_Hatillo_San_José_SJ
neighborhood_Hatillo 6_Hatillo_San José_SJ,9,Hatillo 6,district_Hatillo_San_José_SJ
neighborhood_Hatillo 7_Hatillo_San José_SJ,10,Hatillo 7,district_Hatillo_San_José_SJ
neighborhood_Hatillo 8_Hatillo_San José_SJ,11,Hatillo 8,district_Hatillo_San_José_SJ
neighborhood_Quince de Setiembre_Hatillo_San José_SJ,12,Quince de Setiembre,district_Hatillo_San_José_SJ
neighborhood_Sagrada Familia_Hatillo_San José_SJ,13,Sagrada Familia,district_Hatillo_San_José_SJ
neighborhood_Tiribí_Hatillo_San José_SJ,14,Tiribí,district_Hatillo_San_José_SJ
neighborhood_Topacio_Hatillo_San José_SJ,15,Topacio,district_Hatillo_San_José_SJ
neighborhood_Veinticinco de Julio_Hatillo_San José_SJ,16,Veinticinco de Julio,district_Hatillo_San_José_SJ
neighborhood_Vivienda en Marcha._Hatillo_San José_SJ,17,Vivienda en Marcha.,district_Hatillo_San_José_SJ
neighborhood_Bengala_San Sebastián_San José_SJ,1,Bengala,district_San_Sebastián_San_José_SJ
neighborhood_Bilbao_San Sebastián_San José_SJ,2,Bilbao,district_San_Sebastián_San_José_SJ
neighborhood_Cañada del Sur_San Sebastián_San José_SJ,3,Cañada del Sur,district_San_Sebastián_San_José_SJ
neighborhood_Carmen_San Sebastián_San José_SJ,4,Carmen,district_San_Sebastián_San_José_SJ
neighborhood_Cascajal_San Sebastián_San José_SJ,5,Cascajal,district_San_Sebastián_San_José_SJ
neighborhood_Cerro Azul_San Sebastián_San José_SJ,6,Cerro Azul,district_San_Sebastián_San_José_SJ
neighborhood_Colombari_San Sebastián_San José_SJ,7,Colombari,district_San_Sebastián_San_José_SJ
neighborhood_Domingo Savio_San Sebastián_San José_SJ,8,Domingo Savio,district_San_Sebastián_San_José_SJ
neighborhood_Guacamaya_San Sebastián_San José_SJ,9,Guacamaya,district_San_Sebastián_San_José_SJ
neighborhood_Jazmín_San Sebastián_San José_SJ,10,Jazmín,district_San_Sebastián_San_José_SJ
neighborhood_Hogar Propio_San Sebastián_San José_SJ,11,Hogar Propio,district_San_Sebastián_San_José_SJ
neighborhood_Kennedy_San Sebastián_San José_SJ,12,Kennedy,district_San_Sebastián_San_José_SJ
neighborhood_López Mateos_San Sebastián_San José_SJ,13,López Mateos,district_San_Sebastián_San_José_SJ
neighborhood_Luna Park_San Sebastián_San José_SJ,14,Luna Park,district_San_Sebastián_San_José_SJ
neighborhood_Martínez_San Sebastián_San José_SJ,15,Martínez,district_San_Sebastián_San_José_SJ
neighborhood_Mojados_San Sebastián_San José_SJ,16,Mojados,district_San_Sebastián_San_José_SJ
neighborhood_Mongito_San Sebastián_San José_SJ,17,Mongito,district_San_Sebastián_San_José_SJ
neighborhood_Monte Azúl_San Sebastián_San José_SJ,18,Monte Azúl,district_San_Sebastián_San_José_SJ
neighborhood_Musmanni_San Sebastián_San José_SJ,19,Musmanni,district_San_Sebastián_San_José_SJ
neighborhood_Paso Ancho_San Sebastián_San José_SJ,20,Paso Ancho,district_San_Sebastián_San_José_SJ
neighborhood_Presidentes_San Sebastián_San José_SJ,21,Presidentes,district_San_Sebastián_San_José_SJ
neighborhood_San Martín_San Sebastián_San José_SJ,23,San Martín,district_San_Sebastián_San_José_SJ
neighborhood_San Sebastián (centro)_San Sebastián_San José_SJ,24,San Sebastián (centro),district_San_Sebastián_San_José_SJ
neighborhood_Santa Rosa_San Sebastián_San José_SJ,25,Santa Rosa,district_San_Sebastián_San_José_SJ
neighborhood_Seminario_San Sebastián_San José_SJ,26,Seminario,district_San_Sebastián_San_José_SJ
neighborhood_Sorobarú._San Sebastián_San José_SJ,27,Sorobarú.,district_San_Sebastián_San_José_SJ
neighborhood_Alto Carrizal_Escazú_Escazú_SJ,1,Alto Carrizal,district_Escazú_Escazú_SJ
neighborhood_Carrizal (parte)_Escazú_Escazú_SJ,2,Carrizal (parte),district_Escazú_Escazú_SJ
neighborhood_Faroles_Escazú_Escazú_SJ,3,Faroles,district_Escazú_Escazú_SJ
neighborhood_Guapinol_Escazú_Escazú_SJ,4,Guapinol,district_Escazú_Escazú_SJ
neighborhood_Hulera_Escazú_Escazú_SJ,5,Hulera,district_Escazú_Escazú_SJ
neighborhood_Itabas_Escazú_Escazú_SJ,6,Itabas,district_Escazú_Escazú_SJ
neighborhood_Jaboncillo_Escazú_Escazú_SJ,7,Jaboncillo,district_Escazú_Escazú_SJ
neighborhood_Profesores (parte)._Escazú_Escazú_SJ,8,Profesores (parte).,district_Escazú_Escazú_SJ
neighborhood_Avellana_San Antonio_Escazú_SJ,1,Avellana,district_San_Antonio_Escazú_SJ
neighborhood_Bebedero_San Antonio_Escazú_SJ,2,Bebedero,district_San_Antonio_Escazú_SJ
neighborhood_Belo Horizonte (parte)_San Antonio_Escazú_SJ,3,Belo Horizonte (parte),district_San_Antonio_Escazú_SJ
neighborhood_Carrizal (parte)_San Antonio_Escazú_SJ,4,Carrizal (parte),district_San_Antonio_Escazú_SJ
neighborhood_Curío_San Antonio_Escazú_SJ,5,Curío,district_San_Antonio_Escazú_SJ
neighborhood_Chirca_San Antonio_Escazú_SJ,6,Chirca,district_San_Antonio_Escazú_SJ
neighborhood_Chiverral_San Antonio_Escazú_SJ,7,Chiverral,district_San_Antonio_Escazú_SJ
neighborhood_Entierrillo_San Antonio_Escazú_SJ,8,Entierrillo,district_San_Antonio_Escazú_SJ
neighborhood_Filtros_San Antonio_Escazú_SJ,9,Filtros,district_San_Antonio_Escazú_SJ
neighborhood_Guayabos_San Antonio_Escazú_SJ,10,Guayabos,district_San_Antonio_Escazú_SJ
neighborhood_Hojablanca_San Antonio_Escazú_SJ,11,Hojablanca,district_San_Antonio_Escazú_SJ
neighborhood_Juan Santana_San Antonio_Escazú_SJ,12,Juan Santana,district_San_Antonio_Escazú_SJ
neighborhood_Lajas_San Antonio_Escazú_SJ,13,Lajas,district_San_Antonio_Escazú_SJ
neighborhood_Masilla_San Antonio_Escazú_SJ,14,Masilla,district_San_Antonio_Escazú_SJ
neighborhood_Muta_San Antonio_Escazú_SJ,15,Muta,district_San_Antonio_Escazú_SJ
neighborhood_Pedrero_San Antonio_Escazú_SJ,16,Pedrero,district_San_Antonio_Escazú_SJ
neighborhood_Perú_San Antonio_Escazú_SJ,17,Perú,district_San_Antonio_Escazú_SJ
neighborhood_Profesores (parte)_San Antonio_Escazú_SJ,18,Profesores (parte),district_San_Antonio_Escazú_SJ
neighborhood_Sabanillas_San Antonio_Escazú_SJ,19,Sabanillas,district_San_Antonio_Escazú_SJ
neighborhood_Salitrillos_San Antonio_Escazú_SJ,20,Salitrillos,district_San_Antonio_Escazú_SJ
neighborhood_Santa Eduvigis_San Antonio_Escazú_SJ,21,Santa Eduvigis,district_San_Antonio_Escazú_SJ
neighborhood_Santa Teresa_San Antonio_Escazú_SJ,22,Santa Teresa,district_San_Antonio_Escazú_SJ
neighborhood_Tejarcillos_San Antonio_Escazú_SJ,23,Tejarcillos,district_San_Antonio_Escazú_SJ
neighborhood_Torrotillo_San Antonio_Escazú_SJ,24,Torrotillo,district_San_Antonio_Escazú_SJ
neighborhood_Anonos_San Rafael_Escazú_SJ,1,Anonos,district_San_Rafael_Escazú_SJ
neighborhood_Ayala_San Rafael_Escazú_SJ,2,Ayala,district_San_Rafael_Escazú_SJ
neighborhood_Bajo Anonos_San Rafael_Escazú_SJ,3,Bajo Anonos,district_San_Rafael_Escazú_SJ
neighborhood_Bajo Palomas_San Rafael_Escazú_SJ,4,Bajo Palomas,district_San_Rafael_Escazú_SJ
neighborhood_Belo Horizonte (parte)_San Rafael_Escazú_SJ,5,Belo Horizonte (parte),district_San_Rafael_Escazú_SJ
neighborhood_Betina_San Rafael_Escazú_SJ,6,Betina,district_San_Rafael_Escazú_SJ
neighborhood_Ceiba_San Rafael_Escazú_SJ,7,Ceiba,district_San_Rafael_Escazú_SJ
neighborhood_Facio Castro_San Rafael_Escazú_SJ,8,Facio Castro,district_San_Rafael_Escazú_SJ
neighborhood_Guachipelín_San Rafael_Escazú_SJ,9,Guachipelín,district_San_Rafael_Escazú_SJ
neighborhood_Herrera_San Rafael_Escazú_SJ,10,Herrera,district_San_Rafael_Escazú_SJ
neighborhood_Laureles_San Rafael_Escazú_SJ,11,Laureles,district_San_Rafael_Escazú_SJ
neighborhood_León_San Rafael_Escazú_SJ,12,León,district_San_Rafael_Escazú_SJ
neighborhood_Loma Real_San Rafael_Escazú_SJ,13,Loma Real,district_San_Rafael_Escazú_SJ
neighborhood_Matapalo_San Rafael_Escazú_SJ,14,Matapalo,district_San_Rafael_Escazú_SJ
neighborhood_Maynard_San Rafael_Escazú_SJ,15,Maynard,district_San_Rafael_Escazú_SJ
neighborhood_Mirador_San Rafael_Escazú_SJ,16,Mirador,district_San_Rafael_Escazú_SJ
neighborhood_Miravalles_San Rafael_Escazú_SJ,17,Miravalles,district_San_Rafael_Escazú_SJ
neighborhood_Palermo_San Rafael_Escazú_SJ,18,Palermo,district_San_Rafael_Escazú_SJ
neighborhood_Palma de Mallorca_San Rafael_Escazú_SJ,19,Palma de Mallorca,district_San_Rafael_Escazú_SJ
neighborhood_Pinar_San Rafael_Escazú_SJ,20,Pinar,district_San_Rafael_Escazú_SJ
neighborhood_Primavera_San Rafael_Escazú_SJ,21,Primavera,district_San_Rafael_Escazú_SJ
neighborhood_Quesada_San Rafael_Escazú_SJ,22,Quesada,district_San_Rafael_Escazú_SJ
neighborhood_Real de Pereira (parte)_San Rafael_Escazú_SJ,23,Real de Pereira (parte),district_San_Rafael_Escazú_SJ
neighborhood_Santa Marta_San Rafael_Escazú_SJ,24,Santa Marta,district_San_Rafael_Escazú_SJ
neighborhood_Tena_San Rafael_Escazú_SJ,25,Tena,district_San_Rafael_Escazú_SJ
neighborhood_Trejos Montealegre_San Rafael_Escazú_SJ,26,Trejos Montealegre,district_San_Rafael_Escazú_SJ
neighborhood_Vista Alegre._San Rafael_Escazú_SJ,27,Vista Alegre.,district_San_Rafael_Escazú_SJ
neighborhood_Altamira_Desamparados_Desamparados_SJ,1,Altamira,district_Desamparados_Desamparados_SJ
neighborhood_Bellavista_Desamparados_Desamparados_SJ,2,Bellavista,district_Desamparados_Desamparados_SJ
neighborhood_Calle Fallas_Desamparados_Desamparados_SJ,3,Calle Fallas,district_Desamparados_Desamparados_SJ
neighborhood_Camaquirí_Desamparados_Desamparados_SJ,4,Camaquirí,district_Desamparados_Desamparados_SJ
neighborhood_Capilla_Desamparados_Desamparados_SJ,5,Capilla,district_Desamparados_Desamparados_SJ
neighborhood_Centro de Amigos_Desamparados_Desamparados_SJ,6,Centro de Amigos,district_Desamparados_Desamparados_SJ
neighborhood_Cerámica_Desamparados_Desamparados_SJ,7,Cerámica,district_Desamparados_Desamparados_SJ
neighborhood_Colonia del Sur_Desamparados_Desamparados_SJ,8,Colonia del Sur,district_Desamparados_Desamparados_SJ
neighborhood_Contadores_Desamparados_Desamparados_SJ,9,Contadores,district_Desamparados_Desamparados_SJ
neighborhood_Cruce_Desamparados_Desamparados_SJ,10,Cruce,district_Desamparados_Desamparados_SJ
neighborhood_Dorados_Desamparados_Desamparados_SJ,12,Dorados,district_Desamparados_Desamparados_SJ
neighborhood_Florita_Desamparados_Desamparados_SJ,13,Florita,district_Desamparados_Desamparados_SJ
neighborhood_Fortuna_Desamparados_Desamparados_SJ,14,Fortuna,district_Desamparados_Desamparados_SJ
neighborhood_Jardín_Desamparados_Desamparados_SJ,15,Jardín,district_Desamparados_Desamparados_SJ
neighborhood_Loto_Desamparados_Desamparados_SJ,16,Loto,district_Desamparados_Desamparados_SJ
neighborhood_Metrópoli_Desamparados_Desamparados_SJ,17,Metrópoli,district_Desamparados_Desamparados_SJ
